"Date","No.","Description","Debit","Credit"
"10/10/2017","","85709 POS PUR 10/07 01:48 APL* ITUNES.COM/ 866-712-7753 CA 00000000 085~5735","-1.0600",""
"10/6/2017","","63957 POS PUR 10/05 04:19 GIANT-EAGLE #002 PITTSBURGH PA 00000000 06395~5411","-72.8300",""
"10/6/2017","","COMENITY PAY UR WEB PYMT P17278120243367","-40.0000",""
"10/6/2017","","94021 POS PUR 10/06 20:53 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 094~5942","-25.9100",""
"10/5/2017","0000000583","Check","-1080.0000",""
"10/5/2017","","PAYPAL ECHECK 4MK22A9UQE8PL","-86.0000",""
"10/5/2017","","21134 POS PUR 10/04 08:46 ERC 904-6450049 FL 00000000 021134 ~8931","-62.9500",""
"10/4/2017","","5223 POS PUR 10/04 19:10 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 005~5942","-16.6000",""
"10/4/2017","","41047 POS PUR 10/02 09:57 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 041~7991","-12.5000",""
"10/3/2017","","BARCLAYCARD US CREDITCARD 487020532","-100.0000",""
"10/3/2017","","CAPITAL ONE MOBILE PMT 727539809403165","-70.0000",""
"10/3/2017","","NTB ONLINE PMT 132450139528716","-60.0000",""
"10/3/2017","","35311 POS PUR 10/01 15:53 CHUCK E CHEESE PITTSBURGH PA 0544002 035311 ~5814","-13.8600",""
"10/2/2017","","Deposit","","450.0000"
"10/2/2017","","AES STDNT LOAN PA3767191732B","-84.9700",""
"10/2/2017","","0192 POS PUR 09/30 01:43 CHILI'S MCKNIGHT PITTSBURGH PA 00696616 00019~5812","-80.9500",""
"10/2/2017","","90104 POS PUR 09/30 18:21 SUNOCO 036304640 PITTSBURGH PA 0363001 090104~5542","-40.2700",""
"10/2/2017","","40500 POS PUR 10/01 11:55 CHUCK E CHEESE PITTSBURGH PA 00000000 040500 ~5814","-22.0000",""
"10/2/2017","","92294 POS PUR 10/01 12:33 CHUCK E CHEESE PITTSBURGH PA 00000000 092294 ~5814","-12.0000",""
"10/2/2017","","67614 POS PUR 10/01 12:59 CHUCK E CHEESE PITTSBURGH PA 00000000 067614 ~5814","-12.0000",""
"10/2/2017","","96053 POS PUR 09/30 01:08 MCDONALD'S F1215 PITTSBURGH PA 1 096053 ~5814","-11.5300",""
"10/2/2017","","22648 POS PUR 09/30 03:33 DUNKIN #349047 PITTSBURGH PA 00000000 022648 ~5814","-9.4900",""
"10/2/2017","","PAYPAL INST XFER TEAMROCKET","-5.0000",""
"9/29/2017","","DEVELOPMENT DIME DIRECT DEP 230073344873MU9","","1715.6200"
"9/29/2017","","52682 POS PUR 09/29 02:47 APL* ITUNES.COM/ 866-712-7753 CA 00000000 052~5735","-29.6700",""
"9/28/2017","","84864 POS PUR 09/27 01:43 TARGET 00 PITTSBURGH PA 108 084864 ~5310","-31.3200",""
"9/28/2017","","23474 POS PUR 09/28 15:50 APL* ITUNES.COM/ 866-712-7753 CA 00000000 023~5735","-18.1600",""
"9/27/2017","","WalMart CC WM EPAY 1411276506","-50.0000",""
"9/27/2017","","9228 POS PUR 09/27 05:50 RITE AID STORE - WEST MIFFLIN PA 00000000 009~5912","-4.8000",""
"9/26/2017","","20219 POS PUR 09/25 22:03 ALLEGHENY CLINIC 4125785000 PA 06356032 02021~8099","-82.0000",""
"9/26/2017","","41004 POS PUR 09/25 17:50 EL BURRO COMEDOR PITTSBURGH PA 01882501 04100~5812","-10.0800",""
"9/25/2017","","65814 RECURRING 09/21 05:11 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 065814 ~4814","-162.1600",""
"9/25/2017","","CAPITAL ONE MOBILE PMT 726639809214248","-77.0000",""
"9/25/2017","","47313 POS PUR 09/22 07:53 BABIES R US #656 BETHEL PARK PA 07201440 0473~5945","-59.8800",""
"9/25/2017","","Credit One Bank Payment 0000220242707","-50.0000",""
"9/25/2017","","49902 POS PUR 09/24 10:40 SUNOCO 036301420 PITTSBURGH PA 0363001 049902~5542","-49.5100",""
"9/25/2017","","11062 POS PUR 09/23 07:20 AMAZON.COM AMZN. AMZN.COM/BILL WA 00000000 01~5942","-36.9800",""
"9/25/2017","","60001 POS PUR 09/24 04:39 J&E EVALECTRIC PITTSBURGH PA 08538416 060001 ~5999","-32.1000",""
"9/25/2017","","70034 POS PUR 09/24 13:11 AUNTIE ANNES PRE PITTSBURGH PA 74264465 07003~5814","-21.5700",""
"9/25/2017","","35315 POS PUR 09/24 14:00 APL* ITUNES.COM/ 866-712-7753 CA 00000000 035~5735","-16.0300",""
"9/25/2017","","39008 POS PUR 09/24 09:50 STARBUCKS STORE PITTSBURGH PA 00000000 039008~5814","-15.0000",""
"9/25/2017","","10045 POS PUR 09/22 09:17 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-9.7400",""
"9/25/2017","","83302 POS PUR 09/24 12:12 SUBWAY 00 PITTSBURGH PA 001 083302 ~5814","-8.8300",""
"9/25/2017","","83581 POS PUR 09/23 20:36 SUBWAY 00 PITTSBURGH PA 001 083581 ~5814","-6.2600",""
"9/25/2017","","86940 POS PUR 09/23 22:55 BUILDABEAR WRKSH PITTSBURGH PA 00000000 08694~5945","-5.2700",""
"9/25/2017","","27931 POS PUR 09/24 08:46 CHARLEYS PHILLY PITTSBURGH PA 01999878 027931~5814","-2.3400",""
"9/22/2017","","DISCOVER E-PAYMENT 9459","-50.0000",""
"9/22/2017","","PAYMENT FOR AMZ STORECARD 1407141537","-50.0000",""
"9/22/2017","","PAYPAL INST XFER GRUBHUBFOOD","-42.4500",""
"9/22/2017","","89798 POS PUR 09/21 10:37 SHEETZ 00 PITTSBURGH PA 002 089798 ~5541","-17.7900",""
"9/22/2017","","0038 POS PUR 09/21 23:23 DAIRY QUEEN PITTSBURGH PA 01315786 000038 ~5814","-14.7100",""
"9/22/2017","","96915 POS PUR 09/21 11:09 WENDYS 546 BRIDGEVILLE PA 42896915 096915 ~5814","-9.4900",""
"9/21/2017","","3184 POS PUR 09/20 01:30 ROCHESTER INNHAR PITTSBURGH PA 01463285 00318~5812","-33.0000",""
"9/21/2017","","30411 POS PUR 09/20 03:51 ARAMARK PPG PAIN PITTSBURGH PA 00532332 03041~5947","-27.0000",""
"9/21/2017","","31091 POS PUR 09/20 04:56 DUNKIN #348440 PITTSBURGH PA 00000000 031091 ~5814","-17.1400",""
"9/20/2017","","48222 POS PUR 09/19 23:12 SUNOCO 036301420 PITTSBURGH PA 0363001 048222~5542","-52.2400",""
"9/20/2017","","COMENITY PAY OH WEB PYMT P17262116672052","-50.0000",""
"9/20/2017","","28514 POS PUR 09/19 09:29 GIANT-EAGLE #002 PITTSBURGH PA 00000000 02851~5411","-11.2100",""
"9/20/2017","","83444 POS PUR 09/20 11:55 RITE AID STORE - WEST MIFFLIN PA 00000000 083~5912","-2.9900",""
"9/19/2017","","26236 POS PUR 09/18 13:34 STATE FARM INSUR 800-956-6310 IL 0001 026236 ~6300","-277.4500",""
"9/19/2017","","12722 POS PUR 09/18 12:00 DUQUESNE LIGHT P 412-393-7100 PA 00000000 012~4900","-109.0900",""
"9/19/2017","","PAYPAL INST XFER NETFLIX.COM","-10.6900",""
"9/19/2017","","PAYPAL INST XFER GOOGLE PLAY","-4.9900",""
"9/19/2017","","59025 POS PUR 09/18 02:46 GIANT-EAGLE #002 PITTSBURGH PA 00000000 05902~5411","-0.6400",""
"9/18/2017","","BARCLAYCARD US CREDITCARD 482936179","-100.0000",""
"9/18/2017","","79819 POS PUR 09/16 10:57 TEXAS ROADHOUSE PITTSBURGH PA 00000000 079819~5812","-56.7300",""
"9/18/2017","","47460 RECURRING 09/16 11:17 LA FITNESS 949-255-7200 CA 00000000 047460 ~7997","-29.9500",""
"9/18/2017","","0008 POS PUR 09/16 23:14 KFC J625164 WEST VIEW PA 00009945 000008 ~5814","-25.6700",""
"9/18/2017","","36772 POS PUR 09/17 16:38 APL* ITUNES.COM/ 866-712-7753 CA 00000000 036~5735","-17.0900",""
"9/18/2017","","99687 POS PUR 09/17 06:16 APL* ITUNES.COM/ 866-712-7753 CA 00000000 099~5735","-15.9800",""
"9/18/2017","","74301 POS PUR 09/16 08:06 TARGET 00 PITTSBURGH PA 157 074301 ~5310","-15.0000",""
"9/18/2017","","99375 POS PUR 09/16 10:18 SHEETZ 00 PITTSBURGH PA 002 099375 ~5541","-13.4800",""
"9/18/2017","","51157 POS PUR 09/15 21:52 APL* ITUNES.COM/ 866-712-7753 CA 00000000 051~5735","-12.2600",""
"9/18/2017","","72552 POS PUR 09/15 06:54 WENDYS 543 PITTSBURGH PA 53172552 072552 ~5814","-10.0400",""
"9/18/2017","","15363 POS PUR 09/16 08:52 TARGET 00 PITTSBURGH PA 151 015363 ~5310","-5.5300",""
"9/18/2017","","PAYPAL INST XFER GOOGLE PLAY","-4.9900",""
"9/18/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9900",""
"9/15/2017","","DEVELOPMENT DIME DIRECT DEP 938704140134MU9","","1738.6400"
"9/15/2017","","57309 POS PUR 09/14 08:30 RED LOBSTER 0229 PITTSBURGH PA 229 2 057309 ~5812","-52.6200",""
"9/15/2017","","46362 POS PUR 09/14 23:31 SUNOCO 036301420 PITTSBURGH PA 0363001 046362~5542","-49.6300",""
"9/15/2017","","75051 POS PUR 09/14 15:01 GAMESTOP #810 PITTSBURGH PA 45175051 075051 ~7993","-43.7900",""
"9/15/2017","","25311 POS PUR 09/14 07:25 STARBUCKS STORE BRIDGEVILLE PA 00000000 02531~5814","-5.0000",""
"9/15/2017","","PAYMENT TO DIRECT FIXED NON RE LOAN 45769830","-163.6000",""
"9/14/2017","","0035 POS PUR 09/13 19:04 GIANT-EAGLE #002 Pittsburgh PA 25038100 87179~5411","-29.5900",""
"9/14/2017","","9291 POS PUR 09/13 03:30 APL* ITUNES.COM/ 866-712-7753 CA 00000000 009~5735","-11.7500",""
"9/14/2017","","22577 POS PUR 09/13 14:28 APL* ITUNES.COM/ 866-712-7753 CA 00000000 022~5735","-0.9900",""
"9/13/2017","","Credit One Bank Payment 0000218448827","-50.0000",""
"9/13/2017","","96984 POS PUR 09/12 13:10 SHEETZ 00 PITTSBURGH PA 003 096984 ~5541","-17.7100",""
"9/13/2017","","20760 POS PUR 09/12 20:27 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 020~5942","-1.5900",""
"9/12/2017","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"9/12/2017","","70136 POS PUR 09/11 04:58 MAX & ERMA'S CRA 406-8625228 PA 73653833 0701~5812","-62.8300",""
"9/12/2017","","64877 POS PUR 09/11 13:42 APL* ITUNES.COM/ 866-712-7753 CA 00000000 064~5735","-16.0200",""
"9/12/2017","","44872 POS PUR 09/12 20:26 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 044~5942","-8.9900",""
"9/11/2017","0000000582","Check","-1080.0000",""
"9/11/2017","","44701 POS PUR 09/09 06:27 SUNOCO 036301420 PITTSBURGH PA 0363001 044701~5542","-51.8600",""
"9/11/2017","","50552 POS PUR 09/09 07:18 WALGREENS #9674 HOMESTEAD PA 00000000 050552 ~5912","-35.9800",""
"9/11/2017","","31519 POS PUR 09/09 00:53 RELATIONSHIP RES 412-921-3908 PA 00000000 031~8099","-35.0000",""
"9/11/2017","","50040 POS PUR 09/08 21:42 FRANKS PIZZA & C PITTSBURGH PA 00376685 05004~5814","-33.9300",""
"9/11/2017","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"9/11/2017","","21884 POS PUR 09/09 11:11 Audible adbl.co/bill NJ 00000000 021884 ~5968","-15.8500",""
"9/11/2017","","30698 POS PUR 09/10 15:13 Amazon.com AMZN.COM/BILL WA 00000000 030698 ~5942","-12.9900",""
"9/11/2017","","7051 POS PUR 09/10 03:48 DUNKIN #349047 PITTSBURGH PA 00000000 007051 ~5814","-11.5700",""
"9/11/2017","","0514 POS PUR 09/10 11:48 BURGER KING #267 WEXFORD PA 09506789 72537373~5814","-6.5700",""
"9/11/2017","","59586 POS PUR 09/08 13:28 BIG LOTS STORES BRIDGEVILLE PA 51559586 05958~5310","-4.7500",""
"9/11/2017","","59774 POS PUR 09/10 22:46 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 059~5942","-4.3800",""
"9/11/2017","","0506 POS PUR 09/10 10:05 BURGER KING #267 WEXFORD PA 09506789 72532003~5814","-3.8300",""
"9/11/2017","","27192 POS PUR 09/09 08:53 DUNKIN #349047 PITTSBURGH PA 00000000 027192 ~5814","-3.5000",""
"9/11/2017","","49265 POS PUR 09/11 09:41 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 049~5942","-1.6500",""
"9/11/2017","","79758 POS PUR 09/09 11:54 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 079~5942","-1.5000",""
"9/11/2017","","58094 POS PUR 09/10 20:12 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 058~5942","-1.2400",""
"9/11/2017","","46208 POS PUR 09/11 09:19 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 046~5942","-0.9600",""
"9/11/2017","","41806 POS PUR 09/10 15:27 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 041~5942","-0.8700",""
"9/11/2017","","16092 POS PUR 09/11 21:46 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 016~5942","-0.7400",""
"9/8/2017","","33220 POS PUR 09/07 23:42 PANERA BREAD #23 PITTSBURGH PA 1 033220 ~5814","-28.8400",""
"9/8/2017","","PAYPAL INST XFER JETBRAINSAM","-26.6400",""
"9/8/2017","","75746 POS PUR 09/07 17:03 BOB EVANS REST # BRIDGEVILLE PA 00000000 0757~5812","-13.6900",""
"9/8/2017","","64633 POS PUR 09/08 09:00 APL* ITUNES.COM/ 866-712-7753 CA 00000000 064~5735","-4.8800",""
"9/7/2017","","27515 PIN PUR 09/06 19:52 GIANT-EAGLE #006 Pittsburgh PA 67039300 19973~5411","-54.9700",""
"9/7/2017","","COMENITY PAY UR WEB PYMT P17249113608325","-50.0000",""
"9/7/2017","","PAYPAL INST XFER DROPBOX","-9.9900",""
"9/7/2017","","9563 POS PUR 09/06 22:17 SUBWAY 00 PITTSBURGH PA 001 009563 ~5814","-8.4500",""
"9/6/2017","","BARCLAYCARD US CREDITCARD 480879816","-65.0000",""
"9/6/2017","","PAYPAL ECHECK 4MK22A8YX9ER4","-65.0000",""
"9/6/2017","","CAPITAL ONE MOBILE PMT 724839809367559","-61.0000",""
"9/6/2017","","NTB ONLINE PMT 122427459386309","-27.0000",""
"9/6/2017","","73363 POS PUR 09/05 06:18 SHEETZ 00 PITTSBURGH PA 002 073363 ~5541","-13.5100",""
"9/6/2017","","10025 POS PUR 09/05 12:33 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-6.7400",""
"9/5/2017","","6009 POS PUR 09/01 19:00 GIANT-EAGLE #002 Pittsburgh PA 25039100 86044~5411","-49.9500",""
"9/5/2017","","42552 POS PUR 09/02 05:23 SUNOCO 036301420 PITTSBURGH PA 0363001 042552~5542","-48.1900",""
"9/5/2017","","85875 POS PUR 09/05 18:40 Amazon.com AMZN.COM/BILL WA 00000000 085875 ~5942","-38.6200",""
"9/5/2017","","36338 POS PUR 09/02 11:37 HELLO BISTRO #25 WEXFORD PA 53436338 036338 ~5812","-26.1600",""
"9/5/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"9/5/2017","","45557 POS PUR 09/03 06:45 RIVERFRONT CENTE PITTSBURGH PA PSIB2018 04555~7523","-15.0000",""
"9/5/2017","","6016 POS PUR 09/03 23:39 PANERA BREAD #23 PITTSBURGH PA 1 006016 ~5814","-14.8200",""
"9/5/2017","","78780 POS PUR 09/02 19:17 SHEETZ 00 PITTSBURGH PA 003 078780 ~5541","-13.3200",""
"9/5/2017","","49834 POS PUR 09/02 17:29 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 049~7991","-12.5000",""
"9/5/2017","","82977 POS PUR 09/03 15:11 APL* ITUNES.COM/ 866-712-7753 CA 00000000 082~5735","-12.0600",""
"9/5/2017","","59823 POS PUR 09/02 09:42 DUNKIN #349047 PITTSBURGH PA 00000000 059823 ~5814","-12.0100",""
"9/5/2017","","0004 POS PUR 09/03 20:44 CAFE IN THE PARK PITTSBURGH PA 08609031 00000~5812","-8.0000",""
"9/5/2017","","PAYPAL INST XFER GOOGLE PLAY","-4.9900",""
"9/5/2017","","PAYPAL INST XFER GOOGLE PLAY","-4.9900",""
"9/5/2017","","83502 POS PUR 09/01 23:13 SHEETZ 00 PITTSBURGH PA 003 083502 ~5541","-2.7700",""
"9/5/2017","","128434 POS PUR 09/04 15:33 SAM'S Club PITTSBURGH PA 66780085 72476711143~5411","-2.3400",""
"9/5/2017","","94659 POS PUR 09/01 20:36 USA*CASH DEPOT V BRIDGEVILLE PA 00000000 0946~7538","-1.5000",""
"9/5/2017","","PAYPAL INST XFER GOOGLE PLAY","-0.9900",""
"9/1/2017","","DEVELOPMENT DIME DIRECT DEP 926704150331MU9","","1737.7300"
"9/1/2017","","MOBILE BANKING DEPOSIT","","450.0000"
"9/1/2017","","60177 POS PUR 08/31 08:42 APL* ITUNES.COM/ 866-712-7753 CA 00000000 060~5735","-10.6800",""
"8/30/2017","","48605 PIN PUR 08/29 19:11 GIANT-EAGLE #002 Pittsburgh PA 25000800 74092~5411","-86.3200",""
"8/30/2017","","44219 POS PUR 08/29 06:06 SUBWAY 00 PITTSBURGH PA 001 044219 ~5814","-12.5200",""
"8/30/2017","","62871 POS PUR 08/29 19:17 PANERA BREAD #23 BRIDGEVILLE PA 1 062871 ~5814","-12.2800",""
"8/30/2017","","31942 POS PUR 08/29 13:43 OFFICEMAX/OFFICE BRIDGEVILLE PA 22931942 0319~5943","-3.4100",""
"8/29/2017","","20848 POS PUR 08/28 19:30 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 020~5942","-18.0100",""
"8/29/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"8/29/2017","","71451 POS PUR 08/28 18:06 WENDYS 546 BRIDGEVILLE PA 37871451 071451 ~5814","-4.0400",""
"8/28/2017","","WalMart CC WM EPAY 1387120477","-60.0000",""
"8/28/2017","","8726 POS PUR 08/26 00:53 SHEETZ 00 PITTSBURGH PA 013 008726 ~5542","-44.7100",""
"8/28/2017","","8690 POS PUR 08/27 10:28 GIANT-EAGLE #002 Pittsburgh PA 25038100 97707~5411","-33.2600",""
"8/28/2017","","51897 POS PUR 08/27 17:31 APL* ITUNES.COM/ 866-712-7753 CA 00000000 051~5735","-26.7200",""
"8/28/2017","","8504 POS PUR 08/26 02:54 SHEETZ 00 PITTSBURGH PA 002 008504 ~5541","-15.2800",""
"8/28/2017","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"8/28/2017","","98269 POS PUR 08/25 22:41 WENDYS 546 BRIDGEVILLE PA 58398269 098269 ~5814","-12.7000",""
"8/28/2017","","1127 POS PUR 08/26 20:15 SHEETZ 00 PITTSBURGH PA 002 001127 ~5541","-12.0600",""
"8/28/2017","","4166 POS PUR 08/25 06:31 DUNKIN #349047 PITTSBURGH PA 00000000 004166 ~5814","-11.5400",""
"8/28/2017","","50052 POS PUR 08/26 02:07 MOE'S SW GRILL # WEXFORD PA 00215815 050052 ~5814","-8.9300",""
"8/28/2017","","47678 POS PUR 08/27 22:31 DUNKIN #349047 PITTSBURGH PA 00000000 047678 ~5814","-7.9700",""
"8/28/2017","","12026 POS PUR 08/26 10:58 MCDONALD'S F714 WEXFORD PA 1 012026 ~5814","-3.5200",""
